category,title_categories,summarize_categories,title,author,fascicle,year,start_page,end_page,pdf_link,id
"['Intervenciones Académicas', 'Ciclos monográficos', 'Envejecimiento de la población española y su desequilibrio demográfico']","['Extracto', 'Discurso', 'Ingreso Excmo', 'Sr. D. Leopoldo Calvo-Sotelo Bustelo', 'Transición']","['España', 'Exterior', 'Política', 'Otan', 'Transición']",Extracto del discurso de Ingreso del Excmo. Sr. D. LEOPOLDO CALVO-SOTELO BUSTELO. Sobre la transición exterior,Leopoldo Calvo-Sotelo Busteto,1,2006,00581,00592,abrir_pdf.php?id=ANU-M-2006-10058100592,ANU-M-2006-10058100592
"['Intervenciones Académicas', 'Ciclos monográficos', 'Envejecimiento de la población española y su desequilibrio demográfico']","['Extracto', 'Discurso', 'Ingreso Excmo', 'Sr. D. Fabián Estape Rodríguez', 'Economistas', 'Real Academia']","['Sarda', 'Sardá', 'Lluch', 'Figuerola', 'Real']",Extracto del discurso de Ingreso del Excmo. Sr. D. FABIÁN ESTAPE RODRÍGUEZ: Tres economistas catalanes y la Real Academia,Fabián Estapé Rodríguez,1,2006,00593,00604,abrir_pdf.php?id=ANU-M-2006-10059300604,ANU-M-2006-10059300604
"['Intervenciones Académicas', 'Ciclos monográficos', 'Envejecimiento de la población española y su desequilibrio demográfico']","['Extracto', 'Discurso', 'Ingreso Excmo', 'Sr. D. Julio Iglesias', 'Ussel', 'Dimensión']","['Temporal', 'Siglo', 'Vida', 'Duración', 'Medición']",Extracto del discurso de Ingreso del Excmo. Sr. D. JULIO IGLESIAS DE USSEL: La dimensión social del tiempo,Julio Iglesias de Ussel,1,2006,00605,00618,abrir_pdf.php?id=ANU-M-2006-10060500618,ANU-M-2006-10060500618
"['Otras Actividades Académicas', 'Homenajes académicos']","['Conmemoración', 'Fallecimiento', 'Don Francisco Silvela', 'Aspectos', 'Relaciones', 'Francisco Silvela', 'Economía']","['Silvela', 'Política', 'Madrid', 'Cuestión', 'España']","""Conmemoración del fallecimiento de Don Francisco Silvela"". Cinco aspectos de las relaciones entre Francisco Silvela y la economía",Juan Velarde Fuertes,1,2006,00621,00634,abrir_pdf.php?id=ANU-M-2006-10062100634,ANU-M-2006-10062100634
"['Otras Actividades Académicas', 'Homenajes académicos']","['Conmemoración', 'Fallecimiento', 'Don Francisco Silvela', 'Raimundo', 'Fernández Villaverde', 'Homenaje']","['Villaverde', 'Política', 'Gobierno', 'Fernández', 'Partido']","""Conmemoración del fallecimiento de Don Francisco Silvela"". Raimundo Fernández Villaverde: un homenaje",José María Serrano Sanz,1,2006,00635,00652,abrir_pdf.php?id=ANU-M-2006-10063500652,ANU-M-2006-10063500652
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Excmo', 'Sr. D. Antonio Millán Puelles', 'Palabras', 'Sr. D. Alfonso López Quintás']","['Rialp', 'Madrid', 'Hombre', 'Vida', 'Millán']","""In Memoriam"": Excmo. Sr. D. Antonio Millán Puelles. Palabras del Excmo. Sr. D. Alfonso López Quintás",Alfonso López Quintás,1,2006,00655,00660,abrir_pdf.php?id=ANU-M-2006-10065500660,ANU-M-2006-10065500660
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Excmo', 'Sr. D. Antonio Millán Puelles', 'Palabras', 'Sr. D. Dalmacio Negro Pavón']","['Siem', 'Erso', 'Realidad', 'Hombre', 'Filosofía']","""In Memoriam"": Excmo. Sr. D. Antonio Millán Puelles. Palabras del Excmo. Sr. D. Dalmacio Negro Pavón",Dalmacio Negro Pavón,1,2006,00661,00664,abrir_pdf.php?id=ANU-M-2006-10066100664,ANU-M-2006-10066100664
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Excmo', 'Sr. D. Rafael Termes', 'Palabras', 'Sr. D. Juan Velarde Fuertes']","['Estro', 'Term', 'Ració', 'Económ', 'Anuel']","""In Memoriam"": Excmo. Sr. D. Rafael Termes Carreró. Palabras del Excmo. Sr. D. Juan Velarde Fuertes",Juan Velarde Fuertes,1,2006,00665,00672,abrir_pdf.php?id=ANU-M-2006-10066500672,ANU-M-2006-10066500672
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Excmo', 'Sr. D. Rafael Termes', 'Palabras', 'Sr. D. Alfonso López Quintás']","['Termes', 'Mercado', 'Orden', 'Ética', 'Libertad']","""In Memoriam"": Excmo. Sr. D. Rafael Termes Carreró. Palabras del Excmo. Sr. D. Alfonso López Quintás",Alfonso López Quintás,1,2006,00673,00684,abrir_pdf.php?id=ANU-M-2006-10067300684,ANU-M-2006-10067300684
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Excmo', 'Sr. D. Rafael Termes', 'Palabras', 'Sr. D. Pedro Schwartz Girón']","['Mercado', 'Vida', 'Libre', 'Termes', 'Sistema']","""In Memoriam"": Excmo. Sr. D. Rafael Termes Carreró. Palabras del Excmo. Sr. D. Pedro Schwartz Girón",Pedro Schwartz Girón,1,2006,00685,00688,abrir_pdf.php?id=ANU-M-2006-10068500688,ANU-M-2006-10068500688
"['Otras Actividades Académicas', 'Actos públicos']","['Presentación', 'Revista', 'Libros Economía', 'Empresa']","['Información', 'Fuentes', 'Quintana', 'Bibliográfica', 'Documentación']","Presentación de la revista ""Libros de Economía y Empresa""",RACMYP,1,2006,00691,00692,abrir_pdf.php?id=ANU-M-2006-10069100692,ANU-M-2006-10069100692
"['Otras Actividades Académicas', 'Noticiario académico']",['Crónica'],"['Academia', 'Académicos', 'Sesión', 'Información', 'Curso']",Crónica académica,RACMYP,1,2006,00695,00704,abrir_pdf.php?id=ANU-M-2006-10069500704,ANU-M-2006-10069500704
"['Otras Actividades Académicas', 'Noticiario académico']",['Disertaciones'],"['Serrano', 'Sanz', 'Tejeiro', 'Barea', 'Noviembre']",Disertaciones,RACMYP,1,2006,00705,00705,abrir_pdf.php?id=ANU-M-2006-10070500705,ANU-M-2006-10070500705
"['Intervenciones Académicas', 'Secciones', 'Ciencias Económicas']","['Introducción', 'Prólogo']","['Banco', 'Años', 'Funciones', 'Cumplimiento', 'Política']",Introducción a un prólogo,Luis Angel Rojo Duque,1,2007,00007,00007,abrir_pdf.php?id=ANU-M-2007-10000700007,ANU-M-2007-10000700007
"['Intervenciones Académicas', 'Secciones', 'Ciencias Económicas']","['Aspectos', 'Análisis', 'Economía']","['Precios', 'Monetarios', 'Política', 'Monetaria', 'Expectativas']",Algunos aspectos del análisis de la economía española,Luis Angel Rojo Duque,1,2007,00009,00018,abrir_pdf.php?id=ANU-M-2007-10000900018,ANU-M-2007-10000900018
"['Intervenciones Académicas', 'Secciones', 'Ciencias Económicas']","['Estructura', 'Tejido', 'Condicionante', 'Políticas', 'Mejora', 'Competitividad']","['Empresas', 'Innovación', 'Tecnología', 'Pequeñas', 'Medianas']",La estructura del tejido empresarial como condicionante de las políticas de mejora de la competitividad, José Ángel Sánchez Asiaín,1,2007,00019,00032,abrir_pdf.php?id=ANU-M-2007-10001900032,ANU-M-2007-10001900032
"['Intervenciones Académicas', 'Secciones', 'Ciencias Económicas']","['Reflexiones', 'Política', 'Fomento', 'Crecimiento']","['Crecimiento', 'Economía', 'Española', 'Gasto', 'Español']",Reflexiones sobre la política económica de fomento del crecimiento potencial,Julio Segura Sánchez,1,2007,00033,00048,abrir_pdf.php?id=ANU-M-2007-10003300048,ANU-M-2007-10003300048
"['Intervenciones Académicas', 'Secciones', 'Ciencias Económicas']","['Modelos', 'Predicciones', 'Economía']","['Modelos', 'Economía', 'Predicciones', 'Variables', 'Predicción']",Modelos y predicciones de la economía española,Jaime Terceiro Lomba,1,2007,00049,00068,abrir_pdf.php?id=ANU-M-2007-10004900068,ANU-M-2007-10004900068
"['Intervenciones Académicas', 'Secciones', 'Ciencias Económicas']","['Financiación', 'Déficit']","['España', 'Exterior', 'Inversión', 'Euros', 'Inversiones']",¿Es sostenible la financiación del déficit exterior español?,José Barea Tejeiro,1,2007,00069,00088,abrir_pdf.php?id=ANU-M-2007-10006900088,ANU-M-2007-10006900088
"['Intervenciones Académicas', 'Secciones', 'Ciencias Económicas']","['Problemas', 'Retos', 'Hora', 'España']","['Años', 'Español', 'Española', 'Lengua', 'Españolas']",Problemas y retos de una hora de España (I),José Luis García Delgado,1,2007,00089,00098,abrir_pdf.php?id=ANU-M-2007-10008900098,ANU-M-2007-10008900098
"['Intervenciones Académicas', 'Secciones', 'Ciencias Económicas']","['Internacionalización', 'Perspectiva']","['Países', 'Capitales', 'Comercio', 'Tipos', 'Mercados']",Midiendo la internacionalización económica con perspectiva histórica,José María Serrano Sanz,1,2007,00099,00116,abrir_pdf.php?id=ANU-M-2007-10009900116,ANU-M-2007-10009900116
"['Intervenciones Académicas', 'Secciones', 'Ciencias Económicas']",['Libertad'],"['Libertad', 'Vida', 'Sociedad', 'Política', 'Individuo']",Libertad clásica y libertad romántica,Pedro Schwartz Girón,1,2007,00117,00130,abrir_pdf.php?id=ANU-M-2007-10011700130,ANU-M-2007-10011700130
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Apariencia', 'Realidad', 'Vida', 'Hombre']","['Realidad', 'Real', 'Palabra', 'Término', 'Vida']",Apariencia y realidad en la vida del hombre,José Luis Pinillos Díaz,1,2007,00133,00148,abrir_pdf.php?id=ANU-M-2007-10013300148,ANU-M-2007-10013300148
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Ejercicio', 'Tirso', 'Zorrilla', 'Morzart']","['Vida', 'Juan', 'Nivel', 'Niveles', 'Actitud']","Un ejercicio de hermenéutica literaria y musical: Tirso, Zorrilla , Morzart",Alfonso López Quintás,1,2007,00149,00166,abrir_pdf.php?id=ANU-M-2007-10014900166,ANU-M-2007-10014900166
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Miseria', 'Hombre', 'Dignidad']","['Dignidad', 'Humana', 'Hombre', 'Ética', 'Idea']",De la miseria del hombre a la dignidad humana,Gregorio Peces-Barba Martínez,1,2007,00167,00180,abrir_pdf.php?id=ANU-M-2007-10016700180,ANU-M-2007-10016700180
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Politización', 'Naturaleza']","['Naturaleza', 'Humana', 'Hombre', 'Idea', 'Social']",La politización de la naturaleza humana,Dalmacio Negro Pavón,1,2007,00181,00228,abrir_pdf.php?id=ANU-M-2007-10018100228,ANU-M-2007-10018100228
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Virtud', 'Ilustración']","['Virtud', 'Moral', 'Libertad', 'Vida', 'Autonomía']",Virtud cívica e ilustración,Pedro Cerezo Galán,1,2007,00229,00252,abrir_pdf.php?id=ANU-M-2007-10022900252,ANU-M-2007-10022900252
"['Intervenciones Académicas', 'Secciones', 'Ciencias Filosóficas']","['Psicología', 'Academia Ciencias Morales', 'Políticas', 'Notas', 'Siglo', 'Relaciones']","['Psicología', 'Trabajos', 'Yela', 'Años']",La psicología y la Academia de Ciencias Morales y Políticas.Notas acerca del siglo y medio de relaciones,Heliodoro Carpintero Capell,1,2007,00253,00277,abrir_pdf.php?id=ANU-M-2007-10025300277,ANU-M-2007-10025300277
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Reforma', 'Senado']","['Senado', 'Cámara', 'Reforma', 'Autonomías']",La reforma del Senado,Manuel Fraga Iribarne,1,2007,00281,00294,abrir_pdf.php?id=ANU-M-2007-10028100294,ANU-M-2007-10028100294
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Método', 'Derecho', 'Ley', 'Concepción', 'Vico']","['Derecho', 'Vico', 'Natural', 'Verum', 'Conocimiento']","El método, el derecho y la ley en la concepción de Vico",Juan Berchmans Vallet de Goytisolo,1,2007,00295,00310,abrir_pdf.php?id=ANU-M-2007-10029500310,ANU-M-2007-10029500310
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Vueltas', 'Soberanía', 'Constitución']","['Soberanía', 'Derecho', 'Voluntad', 'Madrid']",A vueltas con la soberanía (la soberanía en la Constitución),Miguel Herrero y Rodríguez de Miñón,1,2007,00311,00336,abrir_pdf.php?id=ANU-M-2007-10031100336,ANU-M-2007-10031100336
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Enseñanza', 'Derecho', 'Correspondiente Método']","['Constitucional', 'Derecho', 'Constitución', 'Método']",La enseñanza del derecho constitucional y de su correspondiente método,Pablo Lucas Verdú,1,2007,00337,00362,abrir_pdf.php?id=ANU-M-2007-10033700362,ANU-M-2007-10033700362
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']",[],"['Constitución', 'Monarquía', 'Moderador', 'Artículo']",El poder moderador,Sabino Fernández Campo,1,2007,00363,00374,abrir_pdf.php?id=ANU-M-2007-10036300374,ANU-M-2007-10036300374
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Educación', 'Ciudadanía']","['Moral', 'Educación', 'Formación', 'Asignatura', 'Derechos']",La educación para la ciudadanía,Antonio María Rouco Varela,1,2007,00375,00390,abrir_pdf.php?id=ANU-M-2007-10037500390,ANU-M-2007-10037500390
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']",['Manifestaciones Voluntad'],"['Democracia', 'Voluntad', 'Mayoría', 'Popular', 'Televización']",Manifestaciones de la voluntad popular,Manuel Jiménez de Parga y Cabrera,1,2007,00391,00402,abrir_pdf.php?id=ANU-M-2007-10039100402,ANU-M-2007-10039100402
"['Intervenciones Académicas', 'Secciones', 'Ciencias Políticas y Jurídicas']","['Soberanía', 'Organización Internacional', 'Tensión']","['Organizaciones', 'Internacionales', 'Unión', 'Internacional']",Soberanía de los Estados y Organización Internacional: una tensión dialéctica,Juan Antonio Carrillo Salcedo,1,2007,00403,00411,abrir_pdf.php?id=ANU-M-2007-10040300411,ANU-M-2007-10040300411
"['Intervenciones Académicas', 'Secciones', 'Ciencias Sociales']","['Transparencia', 'Leyes', 'Elemento', 'Control', 'Ingresos', 'Gastos', 'Administración']","['Tribunal', 'Control', 'Cuentas']","La transparencia de las leyes generales presupuetarias, como elemento esencial para el control externo de los ingresos y gastos de la administración pública",Juan Velarde Fuertes,1,2007,00415,00430,abrir_pdf.php?id=ANU-M-2007-10041500430,ANU-M-2007-10041500430
"['Intervenciones Académicas', 'Secciones', 'Ciencias Sociales']","['Sexualidad', 'Procreacion']","['Sexual', 'Amor', 'Social', 'Sexualidad', 'Personas']",Sexualidad y procreacion,Salustiano del Campo Urbano,1,2007,00431,00444,abrir_pdf.php?id=ANU-M-2007-10043100444,ANU-M-2007-10043100444
"['Intervenciones Académicas', 'Secciones', 'Ciencias Sociales']",['Maneras'],"['Japón', 'Valignano', 'Doctrina', 'Indios', 'Antropología']","Modos de ver, maneras de actuar",Carmelo Lisón Tolosana,1,2007,00445,00454,abrir_pdf.php?id=ANU-M-2007-10044500454,ANU-M-2007-10044500454
"['Intervenciones Académicas', 'Secciones', 'Ciencias Sociales']","['Aspectos', 'Economía', 'Salud']","['Asistencia', 'Medicina', 'Salud', 'Sistema', 'Sanitaria']",Aspectos generales de la economía de la salud,José María Segovia de Arana,1,2007,00455,00464,abrir_pdf.php?id=ANU-M-2007-10045500464,ANU-M-2007-10045500464
"['Intervenciones Académicas', 'Secciones', 'Ciencias Sociales']","['Restablecimiento', 'Relaciones', 'México', 'Marco', 'Transición']","['Méjico', 'Relaciones', 'España', 'Presidente', 'Gobierno']",El restablecimiento de relaciones diplomáticas con México en el marco de la transición política,Marcelino Oreja Aguirre,1,2007,00465,00482,abrir_pdf.php?id=ANU-M-2007-10046500482,ANU-M-2007-10046500482
"['Intervenciones Académicas', 'Secciones', 'Ciencias Sociales']","['Nota', 'Males', 'Construcción', 'Europa']","['Francia', 'Francesa', 'Gaulle', 'Consejo', 'Comunidad']",Nota sobre los males congénitos en la construcción de Europa,Leopoldo Calvo-Sotelo Busteto,1,2007,00483,00492,abrir_pdf.php?id=ANU-M-2007-10048300492,ANU-M-2007-10048300492
"['Intervenciones Académicas', 'Otras disertaciones']","['D. Juan Varela', 'Política', 'Necesidad', 'Inclinación']","['Valera', 'Juan', 'Política', 'Vida']",D. Juan Varela y la política: ¿necesidad o inclinación?,José Manuel Cuenca Toribio,1,2007,00495,00509,abrir_pdf.php?id=ANU-M-2007-10049500509,ANU-M-2007-10049500509
"['Otras Actividades Académicas', 'Nuevos ingresos']",['Política Memoria'],"['Memoria', 'Historia', 'Colectiva', 'Guerra', 'Españoles']",Política de la memoria,Landelino Lavilla Alsina,1,2007,00515,00522,abrir_pdf.php?id=ANU-M-2007-10051500522,ANU-M-2007-10051500522
"['Otras Actividades Académicas', 'Nuevos ingresos']","['Sucesos', 'Palacio', 'Noviembre']","['Reina', 'Olózaga', 'S.M.', 'Partido', 'Ministro']","Los ""sucesos de palacio"" del 28 de noviembre de 1843",Alejandro Nieto García,1,2007,00523,00544,abrir_pdf.php?id=ANU-M-2007-10052300544,ANU-M-2007-10052300544
"['Otras Actividades Académicas', 'Nuevos ingresos']","['Problema', 'Libertad', 'Escisión', 'Cultura']","['Libertad', 'Individuo', 'Cerebro', 'Libres', 'Hombre']",El problema de la libertad ante la nueva escisión de la cultura,Mariano Álvarez Gómez,1,2007,00545,00554,abrir_pdf.php?id=ANU-M-2007-10054500554,ANU-M-2007-10054500554
"['Otras Actividades Académicas', 'Nuevos ingresos']","['Huelga', 'Debate']","['Huelga', 'Derecho', 'Huelgas', 'Servicios', 'Constitución']",La huelga: un debate secular,Fernando Suárez González,1,2007,00555,00560,abrir_pdf.php?id=ANU-M-2007-10055500560,ANU-M-2007-10055500560
"['Otras Actividades Académicas', 'Homenajes académicos']","['Homenaje', 'D. Manuel Fraga Iribarne', 'Discurso Excmo', 'Sr. D.Enrique Fuentes Quintana']","['Real', 'Homenaje', 'Vida', 'Académica', 'Corporación']",Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D.Enrique Fuentes Quintana,Enrique Fuentes Quintana,1,2007,00565,00568,abrir_pdf.php?id=ANU-M-2007-10056500568,ANU-M-2007-10056500568
"['Otras Actividades Académicas', 'Homenajes académicos']","['Homenaje', 'D. Manuel Fraga Iribarne', 'Discurso Excmo', 'Sr. D. Marcelino Oreja Aguirre']","['España', 'Fraga', 'Galicia', 'Manuel', 'Partido']",Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D. Marcelino Oreja Aguirre,Marcelino Oreja Aguirre,1,2007,00569,00572,abrir_pdf.php?id=ANU-M-2007-10056900572,ANU-M-2007-10056900572
"['Otras Actividades Académicas', 'Homenajes académicos']","['Homenaje', 'D. Manuel Fraga Iribarne', 'Discurso Excmo', 'Sr. D. Juan Velarde Fuertes']","['Fraga', 'Libro', 'Revolución', 'Unión', 'Cánovas']",Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D. Juan Velarde Fuertes,Juan Velarde Fuertes,1,2007,00573,00576,abrir_pdf.php?id=ANU-M-2007-10057300576,ANU-M-2007-10057300576
"['Otras Actividades Académicas', 'Homenajes académicos']","['Homenaje', 'D. Manuel Fraga Iribarne', 'Discurso Excmo', 'Sr. D. Pedro González-Trevijano']","['Manuel', 'Fraga', 'España', 'Pensamiento']",Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D. Pedro González-Trevijano,Pedro González-Trevijano,1,2007,00577,00582,abrir_pdf.php?id=ANU-M-2007-10057700582,ANU-M-2007-10057700582
